1065,889,1270,889,1270,935,1065,935
520,1096,586,1096,586,1139,520,1139
820,1096,885,1096,885,1140,820,1140
978,1096,1043,1096,1043,1141,978,1141
1242,1095,1307,1095,1307,1142,1242,1142
1218,1247,1283,1247,1283,1291,1218,1291
733,1269,795,1269,795,1314,733,1314
570,1685,636,1685,636,1729,570,1729
892,1710,958,1710,958,1755,892,1755
1224,1705,1288,1705,1288,1751,1224,1751
592,1850,657,1850,657,1895,592,1895
540,1248,573,1248,573,1288,540,1288
979,1180,1011,1180,1011,1222,979,1222
533,2208,777,2208,777,2252,533,2252
1048,2173,1242,2173,1242,2212,1048,2212
1088,1985,1224,1985,1224,2031,1088,2031
1462,1463,1525,1463,1525,1506,1462,1506
1462,1133,1526,1133,1526,1181,1462,1181
2196,1656,2259,1656,2259,1704,2196,1704
1662,1697,1795,1697,1795,1740,1662,1740
2114,1245,2248,1245,2248,1291,2114,1291
2035,927,2172,927,2172,975,2035,975
2036,974,2171,974,2171,1018,2036,1018
1823,1085,1959,1085,1959,1128,1823,1128
1710,760,1921,760,1921,800,1710,800
1543,1957,1609,1957,1609,2000,1543,2000
1737,1965,1802,1965,1802,2008,1737,2008
1921,2314,1987,2314,1987,2358,1921,2358
1578,2362,1644,2362,1644,2408,1578,2408
2307,2360,2376,2360,2376,2409,2307,2409
1608,2500,1676,2500,1676,2546,1608,2546
1898,2817,2211,2817,2211,2862,1898,2862
2884,2816,3196,2816,3196,2861,2884,2861
2061,2643,2195,2643,2195,2688,2061,2688
2764,2641,2899,2641,2899,2688,2764,2688
2593,2362,2662,2362,2662,2407,2593,2407
2979,2313,3042,2313,3042,2358,2979,2358
2700,1939,2764,1939,2764,1984,2700,1984
2689,1659,2758,1659,2758,1707,2689,1707
2519,1707,2584,1707,2584,1751,2519,1751
2357,1708,2425,1708,2425,1751,2357,1751
2317,913,2350,913,2350,954,2317,954
2317,1051,2348,1051,2348,1093,2317,1093
2389,1242,2560,1242,2560,1288,2389,1288
2402,1286,2544,1286,2544,1333,2402,1333
2404,1472,2467,1472,2467,1518,2404,1518
2629,1205,2662,1205,2662,1252,2629,1252
2682,1333,2713,1333,2713,1375,2682,1375
2860,1244,2926,1244,2926,1288,2860,1288
2826,1053,2862,1053,2862,1091,2826,1091
2827,911,2862,911,2862,954,2827,954
2959,731,3057,731,3057,772,2959,772
3198,1692,3332,1692,3332,1737,3198,1737
1974,1941,2006,1941,2006,1982,1974,1982
2201,1942,2265,1942,2265,1987,2201,1987
2934,1946,2966,1946,2966,1984,2934,1984
3161,1963,3224,1963,3224,2009,3161,2009
3367,1956,3435,1956,3435,2003,3367,2003
3311,2363,3375,2363,3375,2409,3311,2409
3283,2500,3350,2500,3350,2546,3283,2546
3653,1671,3718,1671,3718,1715,3653,1715
3989,1696,4054,1696,4054,1740,3989,1740
4305,1680,4369,1680,4369,1724,4305,1724
4300,1850,4369,1850,4369,1895,4300,1895
4158,1268,4221,1268,4221,1313,4158,1313
3677,1244,3741,1244,3741,1290,3677,1290
3432,1464,3496,1464,3496,1506,3432,1506
3416,1143,3480,1143,3480,1190,3416,1190
3654,1095,3717,1095,3717,1140,3654,1140
3682,892,3781,892,3781,931,3682,931
3918,1095,3983,1095,3983,1142,3918,1142
4045,1095,4111,1095,4111,1142,4045,1142
3920,1181,3954,1181,3954,1222,3920,1222
4361,1251,4396,1251,4396,1293,4361,1293
4402,1074,4468,1074,4468,1120,4402,1120
3801,1997,3936,1997,3936,2045,3801,2045
3675,2166,3775,2166,3775,2206,3675,2206
4133,2202,4244,2202,4244,2249,4133,2249
3084,741,3180,741,3180,778,3084,778
3792,2176,3889,2176,3889,2210,3792,2210
4256,2210,4361,2210,4361,2254,4256,2254
3791,899,3886,899,3886,936,3791,936
